track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Un Coco,Bad Bunny,1.0,2022.0,5.0,6.0,1029.0,28.0,403231558,5.0,28.0,9,0.0,0,152.0,B,Major,84.0,74.0,69.0,21.0,0.0,18.0,6.0
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2.0,2022.0,5.0,6.0,1681.0,7.0,319546754,10.0,30.0,13,0.0,33,108.0,D,Major,78.0,55.0,60.0,59.0,0.0,7.0,4.0
Worldwide Steppers,Kendrick Lamar,1.0,2022.0,wrong_type,13.0,1480.0,0.0,61739839,1.0,0.0,5,0.0,0,72.0,A#,Minor,56.0,56.0,,76.0,0.0,8.0,wrong_type
Aguacero,Bad Bunny,1.0,2022.0,,6.0,829.0,0.0,283359161,4.0,15.0,10,,0,wrong_type,F#,Minor,,67.0,65.0,42.0,0.0,35.0,7.0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3.0,2022.0,5.0,13.0,2308.0,0.0,76831876,7.0,0.0,7,0.0,0,138.0,D#,Minor,57.0,71.0,82.0,19.0,0.0,15.0,29.0
Un Verano Sin Ti,Bad Bunny,1.0,2022.0,5.0,6.0,1004.0,1.0,283332261,8.0,12.0,9,0.0,0,188.0,F,Minor,50.0,41.0,50.0,69.0,0.0,12.0,6.0
ULTRA SOLO,"Polima WestCoast, Pailita",2.0,2022.0,2.0,14.0,1367.0,0.0,307752576,48.0,4.0,34,1.0,0,110.0,C#,Major,80.0,26.0,85.0,23.0,0.0,11.0,21.0
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1.0,2022.0,5.0,6.0,1112.0,3.0,279737940,7.0,25.0,12,0.0,0,105.0,G#,Major,81.0,77.0,79.0,19.0,,47.0,8.0
El Apagï¿½,Bad Bunny,wrong_type,,5.0,6.0,1209.0,0.0,212351890,9.0,7.0,14,0.0,1,118.0,G#,Major,,60.0,70.0,5.0,0.0,9.0,31.0
Callaita,"Bad Bunny, Tainy",2.0,,5.0,31.0,9539.0,15.0,1304313953,wrong_type,116.0,355,7.0,0,176.0,D,Major,61.0,24.0,62.0,60.0,0.0,24.0,
Dua Lipa,Jack Harlow,wrong_type,2022.0,5.0,6.0,1992.0,wrong_type,150500965,35.0,0.0,3,,0,158.0,B,Major,83.0,41.0,65.0,0.0,,11.0,8.0
Agosto,Bad Bunny,1.0,2022.0,5.0,wrong_type,897.0,0.0,246127838,,20.0,8,0.0,0,115.0,C#,Minor,85.0,72.0,58.0,,,49.0,12.0
House Of Memories,Panic! At The Disco,,2016.0,1.0,15.0,2948.0,0.0,582863434,10.0,2.0,150,0.0,0,110.0,B,Minor,51.0,48.0,82.0,0.0,0.0,5.0,3.0
Mr. Morale,"Kendrick Lamar, Tanna Leone",2.0,2022.0,5.0,,1860.0,0.0,58687425,1.0,0.0,3,0.0,0,174.0,A,Major,73.0,26.0,54.0,30.0,0.0,34.0,32.0
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2.0,wrong_type,4.0,29.0,802.0,0.0,212109195,16.0,81.0,23,0.0,0,130.0,E,Major,91.0,91.0,96.0,3.0,0.0,3.0,9.0
In The Stars,Benson Boone,1.0,2022.0,4.0,29.0,2224.0,,382199619,wrong_type,40.0,87,1.0,210,78.0,A#,Major,36.0,30.0,54.0,34.0,wrong_type,14.0,5.0
Rich - Interlude,Kendrick Lamar,1.0,,5.0,13.0,1103.0,0.0,41210087,0.0,0.0,0,0.0,0,104.0,G,Major,44.0,74.0,,88.0,0.0,9.0,9.0
SUPERMODEL,Mï¿½ï¿½ne,1.0,2022.0,5.0,13.0,2265.0,0.0,231657891,wrong_type,12.0,173,wrong_type,3,121.0,G,Major,wrong_type,80.0,88.0,0.0,0.0,12.0,6.0
Stefania (Kalush Orchestra),KALUSH,1.0,2022.0,3.0,10.0,555.0,0.0,53729194,10.0,4.0,4,0.0,0,105.0,D,Major,83.0,32.0,82.0,14.0,0.0,wrong_type,4.0
Thousand Miles,The Kid Laroi,1.0,2022.0,4.0,22.0,2050.0,wrong_type,244741137,52.0,9.0,46,0.0,1,81.0,G,Major,38.0,20.0,66.0,9.0,0.0,9.0,8.0
Crown,Kendrick Lamar,1.0,2022.0,5.0,13.0,1493.0,0.0,42485571,2.0,wrong_type,10,0.0,0,170.0,C#,Minor,wrong_type,14.0,24.0,80.0,0.0,11.0,4.0
Auntie Diaries,Kendrick Lamar,1.0,2022.0,5.0,13.0,1545.0,0.0,37778188,wrong_type,0.0,4,0.0,0,,G,Major,43.0,60.0,38.0,76.0,1.0,48.0,38.0
PUFFIN ON ZOOTIEZ,Future,1.0,2022.0,,29.0,2350.0,0.0,254218729,28.0,42.0,23,0.0,0,125.0,G#,Major,88.0,28.0,66.0,6.0,0.0,13.0,31.0
Mirror,Kendrick Lamar,1.0,2022.0,5.0,13.0,1929.0,0.0,53603447,,0.0,4,0.0,0,92.0,E,Minor,66.0,29.0,wrong_type,23.0,0.0,8.0,7.0
Beautiful Girl,Luciano,1.0,2022.0,4.0,22.0,710.0,wrong_type,160035717,16.0,11.0,18,0.0,0,140.0,B,Minor,,61.0,42.0,31.0,0.0,,9.0
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2.0,2022.0,4.0,wrong_type,928.0,0.0,164163229,19.0,0.0,7,0.0,0,wrong_type,,Major,61.0,32.0,90.0,25.0,,wrong_type,9.0
Savior - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1194.0,0.0,37091576,0.0,0.0,3,0.0,0,118.0,F,Minor,66.0,83.0,43.0,,0.0,19.0,19.0
Pasoori,"Shae Gill, Ali Sethi",2.0,2022.0,2.0,6.0,349.0,6.0,284249832,10.0,22.0,3,0.0,0,92.0,B,Minor,wrong_type,67.0,60.0,7.0,0.0,6.0,4.0
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2.0,2022.0,5.0,13.0,1890.0,0.0,33381454,3.0,0.0,2,0.0,0,140.0,G#,Minor,49.0,50.0,37.0,87.0,0.0,11.0,35.0
TUS Lï¿½ï¿½GR,"Sech, Mora",2.0,2022.0,4.0,1.0,1308.0,wrong_type,184622518,23.0,16.0,9,,5,174.0,C#,Major,68.0,,71.0,18.0,0.0,11.0,25.0
Where Did You Go?,"MNEK, Jax Jones",2.0,,1.0,26.0,4531.0,0.0,300983101,,74.0,119,1.0,18,127.0,A#,Major,77.0,53.0,78.0,19.0,0.0,29.0,4.0
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2.0,2022.0,5.0,6.0,1657.0,0.0,121077868,15.0,3.0,3,0.0,0,96.0,B,Major,71.0,37.0,52.0,62.0,0.0,11.0,
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2.0,2022.0,4.0,wrong_type,1351.0,0.0,106919680,wrong_type,,17,0.0,0,150.0,G#,Minor,82.0,82.0,66.0,13.0,0.0,11.0,6.0
ZOOM,Jessi,1.0,2022.0,4.0,13.0,608.0,0.0,136996305,5.0,29.0,14,0.0,0,100.0,F#,Major,87.0,46.0,60.0,1.0,0.0,wrong_type,wrong_type
SloMo,Chanel,1.0,2021.0,12.0,wrong_type,,0.0,65719930,31.0,0.0,19,0.0,2,105.0,C#,Minor,73.0,59.0,81.0,13.0,0.0,9.0,6.0
FEARLESS,LE SSERAFIM,1.0,2022.0,5.0,2.0,629.0,0.0,229497852,18.0,75.0,9,0.0,0,104.0,G,Major,86.0,43.0,62.0,5.0,0.0,13.0,14.0
10 Things I Hate About You,Leah Kate,1.0,2022.0,3.0,23.0,1301.0,0.0,185550869,23.0,1.0,15,0.0,0,154.0,G#,Major,54.0,45.0,79.0,1.0,0.0,17.0,5.0
SPACE MAN,Sam Ryder,1.0,2022.0,2.0,22.0,1329.0,0.0,54682594,42.0,51.0,32,0.0,0,80.0,B,Major,47.0,33.0,83.0,18.0,wrong_type,10.0,5.0
With you,"HA SUNG WOON, Jimin",2.0,2022.0,4.0,24.0,343.0,2.0,240580042,4.0,35.0,11,1.0,1,150.0,D#,Major,53.0,14.0,43.0,64.0,0.0,13.0,wrong_type
Iris,The Goo Goo Dolls,,1998.0,3.0,31.0,13101.0,9.0,1284942608,137.0,5.0,582,0.0,0,156.0,B,Minor,32.0,49.0,72.0,0.0,0.0,9.0,4.0
The Heart Part 5,Kendrick Lamar,1.0,2022.0,5.0,8.0,2939.0,,71423324,29.0,0.0,30,0.0,0,98.0,G#,Minor,76.0,79.0,81.0,18.0,0.0,,34.0
San Lucas,Kevin Kaarl,1.0,,11.0,7.0,407.0,1.0,244891912,5.0,0.0,5,0.0,0,92.0,G,Major,58.0,27.0,36.0,86.0,0.0,9.0,3.0
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1.0,2022.0,5.0,,wrong_type,0.0,132171975,26.0,2.0,15,0.0,2,144.0,E,Major,47.0,7.0,50.0,32.0,,7.0,4.0
Good Looking,Suki Waterhouse,1.0,2017.0,10.0,20.0,2264.0,0.0,184706613,11.0,6.0,25,0.0,1,150.0,E,Major,37.0,27.0,56.0,8.0,0.0,13.0,3.0
Flowers,Lauren Spencer Smith,1.0,2021.0,8.0,9.0,801.0,0.0,184826429,42.0,9.0,24,1.0,1,138.0,D#,Major,70.0,31.0,44.0,,0.0,9.0,39.0
Yet To Come,BTS,1.0,2022.0,6.0,10.0,829.0,0.0,302006641,32.0,110.0,26,0.0,0,172.0,C#,Major,56.0,68.0,89.0,4.0,0.0,33.0,wrong_type
Run BTS,BTS,1.0,2022.0,6.0,10.0,736.0,0.0,330881149,5.0,,17,0.0,3,77.0,G#,Major,72.0,70.0,wrong_type,2.0,0.0,wrong_type,17.0
Music For a Sushi Restaurant,Harry Styles,1.0,2022.0,5.0,20.0,4449.0,1.0,334733572,80.0,11.0,66,0.0,1,107.0,B,Major,72.0,36.0,72.0,wrong_type,6.0,11.0,4.0
Matilda,Harry Styles,1.0,2022.0,5.0,20.0,3218.0,3.0,366214458,29.0,10.0,79,0.0,0,114.0,D,Major,51.0,39.0,29.0,90.0,0.0,10.0,4.0
For Youth,BTS,1.0,2022.0,6.0,10.0,wrong_type,0.0,114546317,5.0,40.0,12,0.0,0,117.0,D,Major,63.0,29.0,51.0,43.0,0.0,25.0,4.0
Daylight,Harry Styles,wrong_type,2022.0,5.0,20.0,2775.0,0.0,290833204,21.0,11.0,40,0.0,0,146.0,,Major,69.0,63.0,45.0,48.0,wrong_type,18.0,4.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1.0,2022.0,5.0,6.0,4576.0,0.0,448500832,79.0,13.0,93,0.0,17,160.0,G#,Minor,80.0,74.0,wrong_type,8.0,0.0,14.0,26.0
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4.0,2022.0,6.0,10.0,2313.0,0.0,136676504,34.0,0.0,29,0.0,0,120.0,G,Major,wrong_type,15.0,56.0,1.0,0.0,8.0,6.0
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3.0,2022.0,5.0,27.0,3983.0,,190625045,73.0,45.0,119,,0,100.0,B,Minor,82.0,76.0,70.0,16.0,0.0,8.0,5.0
Born Singer,BTS,1.0,2022.0,wrong_type,10.0,279.0,0.0,79095270,0.0,,6,0.0,0,158.0,G#,Minor,60.0,68.0,84.0,4.0,0.0,24.0,11.0
Little Freak,Harry Styles,1.0,2022.0,5.0,20.0,,0.0,273194684,20.0,3.0,39,0.0,0,wrong_type,D#,Major,56.0,40.0,54.0,72.0,0.0,10.0,4.0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4.0,2022.0,5.0,20.0,3559.0,3.0,333146475,36.0,1.0,31,0.0,1,170.0,A,Minor,80.0,77.0,85.0,11.0,0.0,17.0,14.0
True Love,"Kanye West, XXXTENTACION",2.0,2022.0,5.0,27.0,2129.0,0.0,194902696,23.0,1.0,44,,0,84.0,F,Minor,71.0,39.0,86.0,2.0,0.0,51.0,25.0
Satellite,Harry Styles,1.0,2022.0,5.0,20.0,3291.0,5.0,311482393,43.0,28.0,79,0.0,208,139.0,,Major,58.0,30.0,46.0,14.0,0.0,9.0,3.0
Pass The Dutchie,Musical Youth,1.0,1982.0,1.0,1.0,5328.0,0.0,195918494,54.0,76.0,900,0.0,0,151.0,G,Major,73.0,88.0,67.0,20.0,,,5.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2.0,2022.0,,8.0,1401.0,0.0,248511839,26.0,16.0,17,0.0,1,wrong_type,C#,Minor,wrong_type,42.0,75.0,6.0,,63.0,6.0
Love Of My Life,Harry Styles,1.0,,5.0,20.0,1933.0,0.0,233671263,13.0,2.0,31,0.0,0,118.0,G,Major,56.0,20.0,54.0,67.0,0.0,6.0,5.0
Grapejuice,Harry Styles,,2022.0,5.0,20.0,wrong_type,0.0,199587884,7.0,1.0,15,0.0,0,,F,Major,65.0,88.0,72.0,36.0,14.0,20.0,wrong_type
So Good,Halsey,1.0,,6.0,9.0,1057.0,0.0,91781263,51.0,14.0,19,0.0,0,83.0,D#,Minor,63.0,29.0,62.0,4.0,0.0,,4.0
Belly Dancer,"BYOR, Imanbek",2.0,2022.0,2.0,wrong_type,5115.0,13.0,383835984,109.0,38.0,301,1.0,33,122.0,C#,Major,85.0,42.0,80.0,6.0,0.0,17.0,14.0
Keep Driving,Harry Styles,1.0,2022.0,5.0,20.0,2094.0,1.0,236060709,8.0,1.0,18,0.0,0,165.0,A,Major,72.0,90.0,48.0,32.0,0.0,18.0,23.0
Cinema,Harry Styles,1.0,2022.0,,20.0,wrong_type,0.0,189236868,18.0,1.0,28,0.0,0,106.0,A,Minor,83.0,90.0,64.0,,5.0,9.0,4.0
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2.0,2022.0,wrong_type,25.0,896.0,,160845341,19.0,0.0,15,wrong_type,0,77.0,B,Major,81.0,68.0,58.0,83.0,0.0,11.0,wrong_type
Only Love Can Hurt Like This,Paloma Faith,1.0,2014.0,1.0,1.0,5148.0,0.0,588955257,90.0,22.0,365,0.0,114,91.0,G#,Major,57.0,30.0,89.0,,0.0,33.0,
Hold My Hand,Lady Gaga,,2022.0,5.0,3.0,2528.0,0.0,238350348,63.0,8.0,270,2.0,105,148.0,G,Major,51.0,21.0,wrong_type,5.0,,41.0,3.0
Daydreaming,Harry Styles,1.0,2022.0,5.0,20.0,1900.0,1.0,187703102,,1.0,23,0.0,0,114.0,E,Minor,71.0,wrong_type,,31.0,2.0,,3.0
Numb,"Marshmello, Khalid",2.0,2022.0,6.0,10.0,3879.0,2.0,295307001,107.0,76.0,86,1.0,9,,,Minor,wrong_type,63.0,77.0,12.0,1.0,,5.0
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2.0,wrong_type,6.0,2.0,896.0,0.0,138334433,0.0,0.0,2,0.0,0,92.0,F#,Major,83.0,56.0,82.0,10.0,0.0,9.0,5.0
Me and Your Mama,Childish Gambino,1.0,2016.0,11.0,10.0,8775.0,0.0,445590495,33.0,60.0,107,1.0,0,118.0,F,Major,56.0,25.0,45.0,1.0,3.0,7.0,3.0
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3.0,wrong_type,3.0,18.0,5290.0,0.0,286739476,139.0,73.0,142,0.0,5,123.0,E,Minor,wrong_type,46.0,71.0,3.0,0.0,16.0,
SLOW DANCING IN THE DARK,Joji,1.0,2018.0,9.0,12.0,10211.0,0.0,1122364376,38.0,79.0,65,0.0,1,,D#,Major,52.0,28.0,48.0,54.0,1.0,19.0,3.0
Antes de Perderte,Duki,1.0,2022.0,6.0,2.0,584.0,8.0,157136970,12.0,1.0,8,0.0,1,110.0,F,Minor,81.0,61.0,93.0,49.0,0.0,12.0,11.0
Boyfriends,Harry Styles,1.0,2022.0,wrong_type,20.0,1517.0,,137070925,26.0,2.0,30,0.0,0,118.0,,Major,42.0,32.0,,,0.0,11.0,4.0
295,Sidhu Moose Wala,1.0,2021.0,5.0,15.0,246.0,4.0,183273246,4.0,106.0,0,,7,90.0,B,Minor,68.0,54.0,76.0,21.0,0.0,11.0,20.0
Tak Ingin Usai,Keisya Levronka,,2022.0,5.0,13.0,,4.0,184807630,16.0,5.0,0,0.0,6,130.0,,Major,49.0,14.0,40.0,82.0,0.0,11.0,3.0
En El Radio Un Cochinero,Victor Cibrian,1.0,2022.0,5.0,,514.0,0.0,164856284,5.0,36.0,1,0.0,0,154.0,F#,Minor,70.0,97.0,62.0,wrong_type,0.0,10.0,4.0
Master of Puppets (Remastered),Metallica,1.0,1986.0,3.0,3.0,6080.0,0.0,704171068,,,406,1.0,0,105.0,E,Minor,54.0,59.0,wrong_type,0.0,44.0,20.0,4.0
BREAK MY SOUL,Beyoncï¿,1.0,2022.0,,21.0,9724.0,,354614964,222.0,61.0,259,wrong_type,2,115.0,C#,Minor,70.0,87.0,88.0,wrong_type,0.0,26.0,8.0
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5.0,2022.0,wrong_type,16.0,2341.0,0.0,279717388,wrong_type,2.0,38,2.0,0,110.0,C#,Major,91.0,59.0,82.0,8.0,0.0,wrong_type,8.0
Massive,Drake,1.0,2022.0,6.0,17.0,5263.0,0.0,195628667,66.0,89.0,61,0.0,11,125.0,E,Minor,,5.0,68.0,wrong_type,2.0,wrong_type,wrong_type
Betty (Get Money),Yung Gravy,1.0,2022.0,6.0,10.0,2402.0,0.0,221752937,45.0,2.0,26,0.0,1,102.0,C#,Major,,62.0,,0.0,0.0,34.0,wrong_type
Ojos Marrones,Lasso,1.0,2022.0,2.0,,795.0,11.0,263280370,26.0,18.0,15,1.0,4,120.0,G#,Minor,81.0,72.0,65.0,4.0,0.0,14.0,
POP!,Nayeon,1.0,2022.0,6.0,,571.0,0.0,213505179,19.0,21.0,14,0.0,2,97.0,D,Major,80.0,36.0,wrong_type,4.0,0.0,3.0,5.0
Layla,"Schï¿½ï¿½rze, DJ R",2.0,2022.0,3.0,24.0,832.0,3.0,130419412,18.0,wrong_type,24,1.0,0,140.0,F,Minor,44.0,41.0,92.0,0.0,wrong_type,44.0,7.0
MORE,j-hope,1.0,2022.0,7.0,1.0,565.0,0.0,155795783,6.0,52.0,11,0.0,0,97.0,D,Major,78.0,31.0,72.0,1.0,0.0,11.0,
Sweet Child O' Mine,Guns N' Roses,1.0,wrong_type,1.0,1.0,41231.0,1.0,1553497987,228.0,151.0,"6,720",3.0,99,125.0,F#,Major,45.0,67.0,90.0,9.0,11.0,10.0,5.0
Last Last,Burna Boy,1.0,2022.0,5.0,12.0,4526.0,12.0,293466523,156.0,275.0,150,3.0,128,88.0,D#,Minor,80.0,55.0,wrong_type,13.0,0.0,8.0,9.0
SNAP,Rosa Linn,1.0,2022.0,3.0,19.0,1818.0,0.0,711366595,,0.0,63,0.0,353,170.0,,Major,56.0,52.0,64.0,11.0,0.0,45.0,7.0
Sticky,Drake,1.0,2022.0,6.0,17.0,2814.0,0.0,191448892,38.0,105.0,25,0.0,2,137.0,A#,Minor,88.0,8.0,49.0,9.0,0.0,9.0,14.0
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3.0,2022.0,7.0,1.0,1601.0,0.0,85924992,11.0,0.0,2,0.0,0,157.0,A,Major,88.0,52.0,69.0,0.0,0.0,8.0,23.0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3.0,2022.0,6.0,,894.0,,176103902,28.0,0.0,54,0.0,0,130.0,F#,Major,95.0,83.0,57.0,54.0,0.0,10.0,25.0
La Loto,"Anitta, Tini, Becky G",3.0,wrong_type,7.0,6.0,,0.0,121189256,49.0,3.0,57,0.0,0,90.0,C#,Major,85.0,80.0,,10.0,0.0,8.0,11.0
die first,Nessa Barrett,1.0,2022.0,6.0,24.0,767.0,0.0,131746175,25.0,0.0,22,0.0,0,183.0,G#,Minor,,44.0,67.0,7.0,wrong_type,12.0,13.0
Afraid To Feel,LF System,,2022.0,5.0,2.0,5898.0,wrong_type,244790012,,55.0,128,0.0,101,128.0,C#,Major,58.0,68.0,91.0,2.0,0.0,wrong_type,11.0
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3.0,,6.0,10.0,685.0,2.0,129314708,17.0,0.0,24,0.0,30,130.0,D#,Minor,71.0,78.0,40.0,wrong_type,0.0,7.0,45.0
cï¿½ï¿½mo dormi,Rels B,1.0,2022.0,8.0,,wrong_type,35.0,331511413,16.0,15.0,20,wrong_type,0,,C#,Major,63.0,56.0,43.0,24.0,0.0,12.0,23.0
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3.0,2022.0,8.0,5.0,1456.0,0.0,219196651,wrong_type,2.0,33,0.0,0,120.0,,Major,77.0,94.0,87.0,2.0,0.0,23.0,12.0
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3.0,2022.0,8.0,5.0,2107.0,0.0,170732845,51.0,1.0,50,0.0,0,130.0,E,Minor,72.0,18.0,46.0,7.0,0.0,28.0,8.0
Caile,Luar La L,1.0,2020.0,12.0,18.0,1494.0,2.0,273914335,17.0,,15,0.0,0,,,Major,wrong_type,46.0,76.0,30.0,0.0,,45.0
Si Te La Encuentras Por Ahï¿,Feid,1.0,2022.0,8.0,5.0,1379.0,4.0,179061440,23.0,10.0,18,0.0,0,172.0,G#,Minor,74.0,46.0,58.0,15.0,0.0,,
GIVENCHY,Duki,1.0,2022.0,7.0,20.0,625.0,4.0,185236961,13.0,18.0,12,0.0,0,103.0,G#,Major,61.0,38.0,62.0,14.0,0.0,23.0,40.0
ALIEN SUPERSTAR,Beyoncï¿,1.0,2022.0,7.0,29.0,2688.0,0.0,171788484,39.0,47.0,36,0.0,0,122.0,A#,Minor,55.0,46.0,64.0,0.0,0.0,17.0,10.0
Mary On A Cross,Ghost,1.0,2019.0,9.0,13.0,2668.0,2.0,387080183,wrong_type,266.0,78,0.0,141,130.0,B,Major,47.0,56.0,90.0,0.0,0.0,10.0,wrong_type
Attention,NewJeans,1.0,2022.0,8.0,1.0,,12.0,264717480,14.0,wrong_type,9,0.0,1,105.0,A#,Minor,81.0,70.0,65.0,24.0,0.0,8.0,4.0
THE SHADE,Rex Orange County,1.0,2022.0,3.0,11.0,1189.0,6.0,244928911,17.0,10.0,16,0.0,4,120.0,F,Major,90.0,73.0,51.0,39.0,0.0,9.0,6.0
"Come Back Home - From ""Purple Hearts""",Sofia Carson,wrong_type,2022.0,7.0,12.0,367.0,0.0,97610446,28.0,67.0,195,0.0,0,wrong_type,G,Major,56.0,43.0,53.0,24.0,0.0,12.0,4.0
El Rescate,"Grupo Marca Registrada, Junior H",2.0,2022.0,7.0,22.0,527.0,4.0,287278853,10.0,43.0,3,1.0,0,wrong_type,G,Minor,79.0,64.0,59.0,28.0,0.0,11.0,14.0
Heartless,Kanye West,1.0,2008.0,1.0,1.0,17504.0,34.0,887906111,63.0,39.0,"1,315",0.0,2,88.0,A#,Minor,79.0,66.0,65.0,5.0,0.0,25.0,14.0
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4.0,2022.0,7.0,15.0,3113.0,0.0,123473120,54.0,6.0,124,,0,126.0,A,Major,81.0,90.0,73.0,28.0,0.0,29.0,wrong_type
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2.0,2022.0,8.0,15.0,685.0,5.0,295152154,15.0,79.0,4,2.0,0,136.0,,Major,77.0,71.0,wrong_type,33.0,1.0,13.0,4.0
JGL,"Luis R Conriquez, La Adictiva",2.0,2022.0,2.0,18.0,782.0,9.0,323455692,15.0,33.0,6,1.0,0,113.0,G#,Major,70.0,wrong_type,59.0,55.0,0.0,wrong_type,12.0
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3.0,2022.0,6.0,16.0,2442.0,0.0,240918092,81.0,4.0,248,1.0,6,132.0,B,Major,82.0,49.0,88.0,20.0,,21.0,3.0
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3.0,2022.0,5.0,20.0,1112.0,,191873381,22.0,2.0,65,1.0,3,135.0,G#,Major,77.0,74.0,74.0,47.0,0.0,34.0,8.0
Hold Me Closer,"Elton John, Britney Spears",2.0,2017.0,11.0,10.0,4967.0,0.0,284216603,165.0,10.0,177,4.0,73,126.0,,Major,67.0,,77.0,11.0,0.0,wrong_type,11.0
Forget Me,Lewis Capaldi,1.0,2022.0,9.0,9.0,2520.0,4.0,239411309,93.0,95.0,84,9.0,202,102.0,C#,Minor,67.0,72.0,74.0,wrong_type,0.0,36.0,4.0
After LIKE,IVE,1.0,2022.0,8.0,22.0,767.0,12.0,265548837,20.0,129.0,11,0.0,12,125.0,,Major,68.0,80.0,92.0,10.0,0.0,9.0,12.0
Bound 2,Kanye West,1.0,2013.0,1.0,1.0,19806.0,7.0,703301727,33.0,11.0,274,0.0,0,149.0,C#,Major,37.0,28.0,66.0,14.0,0.0,9.0,5.0
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2.0,,6.0,15.0,5153.0,6.0,244585109,102.0,53.0,113,12.0,0,137.0,,Major,74.0,71.0,89.0,24.0,,15.0,5.0
Talk that Talk,TWICE,1.0,2022.0,8.0,26.0,615.0,0.0,189476119,14.0,77.0,15,1.0,2,120.0,D#,Minor,77.0,78.0,91.0,14.0,0.0,33.0,12.0
BILLIE EILISH.,Armani White,1.0,2022.0,1.0,20.0,2537.0,0.0,277132266,49.0,1.0,67,11.0,1,wrong_type,C#,Major,90.0,75.0,50.0,11.0,0.0,9.0,26.0
Ferxxo 100,Feid,1.0,2022.0,6.0,3.0,1647.0,30.0,278920007,20.0,49.0,23,2.0,2,,G#,Minor,70.0,58.0,57.0,,0.0,15.0,7.0
KU LO SA - A COLORS SHOW,Oxlade,1.0,2022.0,6.0,10.0,2019.0,8.0,222410722,117.0,72.0,107,1.0,7,93.0,A#,Minor,65.0,,66.0,,0.0,22.0,7.0
Prohibidox,Feid,1.0,2022.0,9.0,,1473.0,12.0,185392587,25.0,36.0,25,1.0,0,180.0,C#,Minor,65.0,52.0,80.0,5.0,0.0,6.0,25.0
Static,Steve Lacy,wrong_type,2022.0,7.0,,1613.0,,202452860,21.0,15.0,13,0.0,0,79.0,C#,Major,34.0,22.0,31.0,43.0,63.0,10.0,7.0
The Scientist,Coldplay,1.0,2002.0,8.0,5.0,30992.0,6.0,1608164312,124.0,25.0,"7,827",1.0,0,,F,Major,56.0,21.0,44.0,73.0,wrong_type,11.0,2.0
Sparks,Coldplay,1.0,2000.0,7.0,10.0,10826.0,4.0,624101957,24.0,0.0,805,0.0,0,103.0,C#,Major,37.0,17.0,27.0,75.0,wrong_type,10.0,3.0
Talk,YEAT,1.0,2022.0,9.0,2.0,920.0,0.0,148461629,10.0,1.0,8,0.0,0,140.0,E,Minor,70.0,26.0,76.0,8.0,0.0,54.0,23.0
XQ Te Pones Asï¿,"Yandel, Feid",2.0,2022.0,9.0,13.0,308.0,0.0,47093942,6.0,1.0,6,wrong_type,0,92.0,A#,Major,81.0,48.0,70.0,wrong_type,0.0,15.0,wrong_type
Selfish,PnB Rock,1.0,2016.0,6.0,23.0,2468.0,0.0,380319238,15.0,0.0,0,0.0,0,102.0,C#,Minor,64.0,4.0,60.0,11.0,0.0,19.0,4.0
